# wavelength[A] tau flux flux_error
1.154350e+03 1.574897e-02 9.843744e-01 9.921564e-02
1.154360e+03 1.574938e-02 9.843740e-01 9.921562e-02
1.154370e+03 1.574979e-02 9.843736e-01 9.921560e-02
1.154380e+03 1.575020e-02 9.843732e-01 9.921558e-02
1.154390e+03 1.575060e-02 9.843728e-01 9.921556e-02
1.154400e+03 1.575101e-02 9.843724e-01 9.921554e-02
1.154410e+03 1.575142e-02 9.843720e-01 9.921552e-02
1.154420e+03 1.575183e-02 9.843716e-01 9.921550e-02
1.154430e+03 1.575224e-02 9.843712e-01 9.921548e-02
1.154440e+03 1.575265e-02 9.843708e-01 9.921546e-02
1.154450e+03 1.575306e-02 9.843704e-01 9.921544e-02
1.154460e+03 1.575347e-02 9.843700e-01 9.921542e-02
1.154470e+03 1.575388e-02 9.843696e-01 9.921540e-02
1.154480e+03 1.575429e-02 9.843692e-01 9.921538e-02
1.154490e+03 1.575470e-02 9.843688e-01 9.921536e-02
1.154500e+03 1.575511e-02 9.843684e-01 9.921534e-02
1.154510e+03 1.575552e-02 9.843680e-01 9.921532e-02
1.154520e+03 1.575593e-02 9.843675e-01 9.921530e-02
1.154530e+03 1.575634e-02 9.843671e-01 9.921528e-02
1.154540e+03 1.575675e-02 9.843667e-01 9.921526e-02
1.154550e+03 1.575715e-02 9.843663e-01 9.921524e-02
1.154560e+03 1.575756e-02 9.843659e-01 9.921522e-02
1.154570e+03 1.575797e-02 9.843655e-01 9.921520e-02
1.154580e+03 1.575838e-02 9.843651e-01 9.921518e-02
1.154590e+03 1.575879e-02 9.843647e-01 9.921516e-02
1.154600e+03 1.575920e-02 9.843643e-01 9.921514e-02
1.154610e+03 1.575961e-02 9.843639e-01 9.921512e-02
1.154620e+03 1.576002e-02 9.843635e-01 9.921510e-02
1.154630e+03 1.576043e-02 9.843631e-01 9.921508e-02
1.154640e+03 1.576084e-02 9.843627e-01 9.921505e-02
1.154650e+03 1.576125e-02 9.843623e-01 9.921503e-02
1.154660e+03 1.576166e-02 9.843619e-01 9.921501e-02
1.154670e+03 1.576207e-02 9.843615e-01 9.921499e-02
1.154680e+03 1.576248e-02 9.843611e-01 9.921497e-02
1.154690e+03 1.576289e-02 9.843607e-01 9.921495e-02
1.154700e+03 1.576330e-02 9.843603e-01 9.921493e-02
1.154710e+03 1.576371e-02 9.843599e-01 9.921491e-02
1.154720e+03 1.576412e-02 9.843595e-01 9.921489e-02
1.154730e+03 1.576453e-02 9.843591e-01 9.921487e-02
1.154740e+03 1.576494e-02 9.843587e-01 9.921485e-02
1.154750e+03 1.576535e-02 9.843583e-01 9.921483e-02
1.154760e+03 1.576575e-02 9.843579e-01 9.921481e-02
1.154770e+03 1.576616e-02 9.843575e-01 9.921479e-02
1.154780e+03 1.576657e-02 9.843571e-01 9.921477e-02
1.154790e+03 1.576698e-02 9.843567e-01 9.921475e-02
1.154800e+03 1.576739e-02 9.843563e-01 9.921473e-02
1.154810e+03 1.576780e-02 9.843559e-01 9.921471e-02
1.154820e+03 1.576821e-02 9.843555e-01 9.921469e-02
1.154830e+03 1.576862e-02 9.843551e-01 9.921467e-02
1.154840e+03 1.576903e-02 9.843546e-01 9.921465e-02
1.154850e+03 1.576944e-02 9.843542e-01 9.921463e-02
1.154860e+03 1.576985e-02 9.843538e-01 9.921461e-02
1.154870e+03 1.577026e-02 9.843534e-01 9.921459e-02
1.154880e+03 1.577067e-02 9.843530e-01 9.921457e-02
1.154890e+03 1.577108e-02 9.843526e-01 9.921455e-02
1.154900e+03 1.577149e-02 9.843522e-01 9.921453e-02
1.154910e+03 1.577190e-02 9.843518e-01 9.921451e-02
1.154920e+03 1.577231e-02 9.843514e-01 9.921449e-02
1.154930e+03 1.577272e-02 9.843510e-01 9.921447e-02
1.154940e+03 1.577313e-02 9.843506e-01 9.921445e-02
1.154950e+03 1.577354e-02 9.843502e-01 9.921442e-02
1.154960e+03 1.577395e-02 9.843498e-01 9.921440e-02
1.154970e+03 1.577436e-02 9.843494e-01 9.921438e-02
1.154980e+03 1.577477e-02 9.843490e-01 9.921436e-02
1.154990e+03 1.577518e-02 9.843486e-01 9.921434e-02
1.155000e+03 1.577559e-02 9.843482e-01 9.921432e-02
1.155010e+03 1.577600e-02 9.843478e-01 9.921430e-02
1.155020e+03 1.577641e-02 9.843474e-01 9.921428e-02
1.155030e+03 1.577682e-02 9.843470e-01 9.921426e-02
1.155040e+03 1.577723e-02 9.843466e-01 9.921424e-02
1.155050e+03 1.577764e-02 9.843462e-01 9.921422e-02
1.155060e+03 1.577805e-02 9.843458e-01 9.921420e-02
1.155070e+03 1.577846e-02 9.843454e-01 9.921418e-02
1.155080e+03 1.577887e-02 9.843450e-01 9.921416e-02
1.155090e+03 1.577927e-02 9.843446e-01 9.921414e-02
1.155100e+03 1.577968e-02 9.843442e-01 9.921412e-02
1.155110e+03 1.578009e-02 9.843438e-01 9.921410e-02
1.155120e+03 1.578050e-02 9.843434e-01 9.921408e-02
1.155130e+03 1.578091e-02 9.843430e-01 9.921406e-02
1.155140e+03 1.578132e-02 9.843425e-01 9.921404e-02
1.155150e+03 1.578173e-02 9.843421e-01 9.921402e-02
1.155160e+03 1.578214e-02 9.843417e-01 9.921400e-02
1.155170e+03 1.578255e-02 9.843413e-01 9.921398e-02
1.155180e+03 1.578296e-02 9.843409e-01 9.921396e-02
1.155190e+03 1.578337e-02 9.843405e-01 9.921394e-02
1.155200e+03 1.578378e-02 9.843401e-01 9.921392e-02
1.155210e+03 1.578419e-02 9.843397e-01 9.921390e-02
1.155220e+03 1.578460e-02 9.843393e-01 9.921388e-02
1.155230e+03 1.578501e-02 9.843389e-01 9.921386e-02
1.155240e+03 1.578542e-02 9.843385e-01 9.921384e-02
1.155250e+03 1.578583e-02 9.843381e-01 9.921382e-02
1.155260e+03 1.578624e-02 9.843377e-01 9.921379e-02
1.155270e+03 1.578665e-02 9.843373e-01 9.921377e-02
1.155280e+03 1.578706e-02 9.843369e-01 9.921375e-02
1.155290e+03 1.578747e-02 9.843365e-01 9.921373e-02
1.155300e+03 1.578788e-02 9.843361e-01 9.921371e-02
1.155310e+03 1.578829e-02 9.843357e-01 9.921369e-02
1.155320e+03 1.578870e-02 9.843353e-01 9.921367e-02
1.155330e+03 1.578911e-02 9.843349e-01 9.921365e-02
1.155340e+03 1.578952e-02 9.843345e-01 9.921363e-02
1.155350e+03 1.578993e-02 9.843341e-01 9.921361e-02
1.155360e+03 1.579034e-02 9.843337e-01 9.921359e-02
1.155370e+03 1.579075e-02 9.843333e-01 9.921357e-02
1.155380e+03 1.579116e-02 9.843329e-01 9.921355e-02
1.155390e+03 1.579157e-02 9.843325e-01 9.921353e-02
1.155400e+03 1.579445e-02 9.843296e-01 9.921339e-02
1.155410e+03 1.579486e-02 9.843292e-01 9.921337e-02
1.155420e+03 1.579527e-02 9.843288e-01 9.921335e-02
1.155430e+03 1.579568e-02 9.843284e-01 9.921333e-02
1.155440e+03 1.579609e-02 9.843280e-01 9.921331e-02
1.155450e+03 1.579650e-02 9.843276e-01 9.921329e-02
1.155460e+03 1.579691e-02 9.843272e-01 9.921327e-02
1.155470e+03 1.579732e-02 9.843268e-01 9.921325e-02
1.155480e+03 1.579773e-02 9.843264e-01 9.921322e-02
1.155490e+03 1.579814e-02 9.843260e-01 9.921320e-02
1.155500e+03 1.579855e-02 9.843256e-01 9.921318e-02
1.155510e+03 1.579896e-02 9.843252e-01 9.921316e-02
1.155520e+03 1.579937e-02 9.843248e-01 9.921314e-02
1.155530e+03 1.579978e-02 9.843244e-01 9.921312e-02
1.155540e+03 1.580019e-02 9.843240e-01 9.921310e-02
1.155550e+03 1.580060e-02 9.843236e-01 9.921308e-02
1.155560e+03 1.580101e-02 9.843232e-01 9.921306e-02
1.155570e+03 1.580142e-02 9.843228e-01 9.921304e-02
1.155580e+03 1.580183e-02 9.843224e-01 9.921302e-02
1.155590e+03 1.580225e-02 9.843220e-01 9.921300e-02
1.155600e+03 1.580266e-02 9.843216e-01 9.921298e-02
1.155610e+03 1.580307e-02 9.843211e-01 9.921296e-02
1.155620e+03 1.580348e-02 9.843207e-01 9.921294e-02
1.155630e+03 1.580389e-02 9.843203e-01 9.921292e-02
1.155640e+03 1.580430e-02 9.843199e-01 9.921290e-02
1.155650e+03 1.580471e-02 9.843195e-01 9.921288e-02
1.155660e+03 1.580512e-02 9.843191e-01 9.921286e-02
1.155670e+03 1.580553e-02 9.843187e-01 9.921284e-02
1.155680e+03 1.580594e-02 9.843183e-01 9.921282e-02
1.155690e+03 1.580635e-02 9.843179e-01 9.921280e-02
1.155700e+03 1.580676e-02 9.843175e-01 9.921278e-02
1.155710e+03 1.580717e-02 9.843171e-01 9.921276e-02
1.155720e+03 1.580758e-02 9.843167e-01 9.921274e-02
1.155730e+03 1.580799e-02 9.843163e-01 9.921272e-02
1.155740e+03 1.580840e-02 9.843159e-01 9.921270e-02
1.155750e+03 1.580881e-02 9.843155e-01 9.921268e-02
1.155760e+03 1.580922e-02 9.843151e-01 9.921265e-02
1.155770e+03 1.580963e-02 9.843147e-01 9.921263e-02
1.155780e+03 1.581004e-02 9.843143e-01 9.921261e-02
1.155790e+03 1.581045e-02 9.843139e-01 9.921259e-02
1.155800e+03 1.581086e-02 9.843135e-01 9.921257e-02
1.155810e+03 1.581127e-02 9.843131e-01 9.921255e-02
1.155820e+03 1.581168e-02 9.843127e-01 9.921253e-02
1.155830e+03 1.581209e-02 9.843123e-01 9.921251e-02
1.155840e+03 1.581250e-02 9.843119e-01 9.921249e-02
1.155850e+03 1.581291e-02 9.843115e-01 9.921247e-02
1.155860e+03 1.581332e-02 9.843111e-01 9.921245e-02
1.155870e+03 1.581373e-02 9.843106e-01 9.921243e-02
1.155880e+03 1.581414e-02 9.843102e-01 9.921241e-02
1.155890e+03 1.581456e-02 9.843098e-01 9.921239e-02
1.155900e+03 1.581497e-02 9.843094e-01 9.921237e-02
1.155910e+03 1.581538e-02 9.843090e-01 9.921235e-02
1.155920e+03 1.581579e-02 9.843086e-01 9.921233e-02
1.155930e+03 1.581620e-02 9.843082e-01 9.921231e-02
1.155940e+03 1.581661e-02 9.843078e-01 9.921229e-02
1.155950e+03 1.581702e-02 9.843074e-01 9.921227e-02
1.155960e+03 1.581743e-02 9.843070e-01 9.921225e-02
1.155970e+03 1.581784e-02 9.843066e-01 9.921223e-02
1.155980e+03 1.581825e-02 9.843062e-01 9.921221e-02
1.155990e+03 1.581866e-02 9.843058e-01 9.921219e-02
1.156000e+03 1.581907e-02 9.843054e-01 9.921217e-02
1.156010e+03 1.581948e-02 9.843050e-01 9.921215e-02
1.156020e+03 1.581989e-02 9.843046e-01 9.921213e-02
1.156030e+03 1.582030e-02 9.843042e-01 9.921211e-02
1.156040e+03 1.582071e-02 9.843038e-01 9.921208e-02
1.156050e+03 1.582112e-02 9.843034e-01 9.921206e-02
1.156060e+03 1.582153e-02 9.843030e-01 9.921204e-02
1.156070e+03 1.582194e-02 9.843026e-01 9.921202e-02
1.156080e+03 1.582236e-02 9.843022e-01 9.921200e-02
1.156090e+03 1.582277e-02 9.843018e-01 9.921198e-02
1.156100e+03 1.582318e-02 9.843014e-01 9.921196e-02
1.156110e+03 1.582359e-02 9.843009e-01 9.921194e-02
1.156120e+03 1.582400e-02 9.843005e-01 9.921192e-02
1.156130e+03 1.582441e-02 9.843001e-01 9.921190e-02
1.156140e+03 1.582482e-02 9.842997e-01 9.921188e-02
1.156150e+03 1.582523e-02 9.842993e-01 9.921186e-02
1.156160e+03 1.582564e-02 9.842989e-01 9.921184e-02
1.156170e+03 1.582605e-02 9.842985e-01 9.921182e-02
1.156180e+03 1.582646e-02 9.842981e-01 9.921180e-02
1.156190e+03 1.582687e-02 9.842977e-01 9.921178e-02
1.156200e+03 1.582728e-02 9.842973e-01 9.921176e-02
1.156210e+03 1.582769e-02 9.842969e-01 9.921174e-02
1.156220e+03 1.582810e-02 9.842965e-01 9.921172e-02
1.156230e+03 1.582851e-02 9.842961e-01 9.921170e-02
1.156240e+03 1.582893e-02 9.842957e-01 9.921168e-02
1.156250e+03 1.582934e-02 9.842953e-01 9.921166e-02
1.156260e+03 1.582975e-02 9.842949e-01 9.921164e-02
1.156270e+03 1.583016e-02 9.842945e-01 9.921162e-02
1.156280e+03 1.583057e-02 9.842941e-01 9.921160e-02
1.156290e+03 1.583098e-02 9.842937e-01 9.921158e-02
1.156300e+03 1.583139e-02 9.842933e-01 9.921156e-02
1.156310e+03 1.583180e-02 9.842929e-01 9.921153e-02
1.156320e+03 1.583221e-02 9.842925e-01 9.921151e-02
1.156330e+03 1.583262e-02 9.842921e-01 9.921149e-02
1.156340e+03 1.583303e-02 9.842917e-01 9.921147e-02
1.156350e+03 1.583344e-02 9.842912e-01 9.921145e-02
1.156360e+03 1.583385e-02 9.842908e-01 9.921143e-02
1.156370e+03 1.583427e-02 9.842904e-01 9.921141e-02
1.156380e+03 1.583468e-02 9.842900e-01 9.921139e-02
1.156390e+03 1.583509e-02 9.842896e-01 9.921137e-02
1.156400e+03 1.583550e-02 9.842892e-01 9.921135e-02
1.156410e+03 1.583591e-02 9.842888e-01 9.921133e-02
1.156420e+03 1.583632e-02 9.842884e-01 9.921131e-02
1.156430e+03 1.583673e-02 9.842880e-01 9.921129e-02
1.156440e+03 1.583714e-02 9.842876e-01 9.921127e-02
1.156450e+03 1.583755e-02 9.842872e-01 9.921125e-02
1.156460e+03 1.583796e-02 9.842868e-01 9.921123e-02
1.156470e+03 1.583837e-02 9.842864e-01 9.921121e-02
1.156480e+03 1.583878e-02 9.842860e-01 9.921119e-02
1.156490e+03 1.583920e-02 9.842856e-01 9.921117e-02
1.156500e+03 1.583961e-02 9.842852e-01 9.921115e-02
1.156510e+03 1.584002e-02 9.842848e-01 9.921113e-02
1.156520e+03 1.584043e-02 9.842844e-01 9.921111e-02
1.156530e+03 1.584084e-02 9.842840e-01 9.921109e-02
1.156540e+03 1.584125e-02 9.842836e-01 9.921107e-02
1.156550e+03 1.584166e-02 9.842832e-01 9.921105e-02
1.156560e+03 1.584207e-02 9.842828e-01 9.921103e-02
1.156570e+03 1.584248e-02 9.842823e-01 9.921100e-02
1.156580e+03 1.584289e-02 9.842819e-01 9.921098e-02
1.156590e+03 1.584330e-02 9.842815e-01 9.921096e-02
1.156600e+03 1.584372e-02 9.842811e-01 9.921094e-02
1.156610e+03 1.584413e-02 9.842807e-01 9.921092e-02
1.156620e+03 1.584454e-02 9.842803e-01 9.921090e-02
1.156630e+03 1.584495e-02 9.842799e-01 9.921088e-02
1.156640e+03 1.584536e-02 9.842795e-01 9.921086e-02
1.156650e+03 1.584577e-02 9.842791e-01 9.921084e-02
1.156660e+03 1.584618e-02 9.842787e-01 9.921082e-02
1.156670e+03 1.584659e-02 9.842783e-01 9.921080e-02
1.156680e+03 1.584700e-02 9.842779e-01 9.921078e-02
1.156690e+03 1.584741e-02 9.842775e-01 9.921076e-02
1.156700e+03 1.584783e-02 9.842771e-01 9.921074e-02
1.156710e+03 1.584824e-02 9.842767e-01 9.921072e-02
1.156720e+03 1.584865e-02 9.842763e-01 9.921070e-02
1.156730e+03 1.584906e-02 9.842759e-01 9.921068e-02
1.156740e+03 1.584947e-02 9.842755e-01 9.921066e-02
1.156750e+03 1.584988e-02 9.842751e-01 9.921064e-02
1.156760e+03 1.585029e-02 9.842747e-01 9.921062e-02
1.156770e+03 1.585070e-02 9.842743e-01 9.921060e-02
1.156780e+03 1.585111e-02 9.842739e-01 9.921058e-02
1.156790e+03 1.585152e-02 9.842734e-01 9.921056e-02
1.156800e+03 1.585194e-02 9.842730e-01 9.921054e-02
1.156810e+03 1.585235e-02 9.842726e-01 9.921052e-02
1.156820e+03 1.585276e-02 9.842722e-01 9.921050e-02
1.156830e+03 1.585317e-02 9.842718e-01 9.921047e-02
1.156840e+03 1.585358e-02 9.842714e-01 9.921045e-02
1.156850e+03 1.585399e-02 9.842710e-01 9.921043e-02
1.156860e+03 1.585440e-02 9.842706e-01 9.921041e-02
1.156870e+03 1.585481e-02 9.842702e-01 9.921039e-02
1.156880e+03 1.585522e-02 9.842698e-01 9.921037e-02
1.156890e+03 1.585564e-02 9.842694e-01 9.921035e-02
1.156900e+03 1.585605e-02 9.842690e-01 9.921033e-02
1.156910e+03 1.585646e-02 9.842686e-01 9.921031e-02
1.156920e+03 1.585687e-02 9.842682e-01 9.921029e-02
1.156930e+03 1.585728e-02 9.842678e-01 9.921027e-02
1.156940e+03 1.585769e-02 9.842674e-01 9.921025e-02
1.156950e+03 1.585810e-02 9.842670e-01 9.921023e-02
1.156960e+03 1.585851e-02 9.842666e-01 9.921021e-02
1.156970e+03 1.585893e-02 9.842662e-01 9.921019e-02
1.156980e+03 1.585934e-02 9.842658e-01 9.921017e-02
1.156990e+03 1.585975e-02 9.842654e-01 9.921015e-02
1.157000e+03 1.586016e-02 9.842650e-01 9.921013e-02
1.157010e+03 1.586057e-02 9.842645e-01 9.921011e-02
1.157020e+03 1.586098e-02 9.842641e-01 9.921009e-02
1.157030e+03 1.586139e-02 9.842637e-01 9.921007e-02
1.157040e+03 1.586180e-02 9.842633e-01 9.921005e-02
1.157050e+03 1.586222e-02 9.842629e-01 9.921003e-02
1.157060e+03 1.586263e-02 9.842625e-01 9.921001e-02
1.157070e+03 1.586304e-02 9.842621e-01 9.920999e-02
1.157080e+03 1.586345e-02 9.842617e-01 9.920996e-02
1.157090e+03 1.586386e-02 9.842613e-01 9.920994e-02
1.157100e+03 1.586427e-02 9.842609e-01 9.920992e-02
1.157110e+03 1.586468e-02 9.842605e-01 9.920990e-02
1.157120e+03 1.586509e-02 9.842601e-01 9.920988e-02
1.157130e+03 1.586551e-02 9.842597e-01 9.920986e-02
1.157140e+03 1.586592e-02 9.842593e-01 9.920984e-02
1.157150e+03 1.586633e-02 9.842589e-01 9.920982e-02
1.157160e+03 1.586674e-02 9.842585e-01 9.920980e-02
1.157170e+03 1.586715e-02 9.842581e-01 9.920978e-02
1.157180e+03 1.586756e-02 9.842577e-01 9.920976e-02
1.157190e+03 1.586797e-02 9.842573e-01 9.920974e-02
1.157200e+03 1.586839e-02 9.842569e-01 9.920972e-02
1.157210e+03 1.586880e-02 9.842564e-01 9.920970e-02
1.157220e+03 1.586921e-02 9.842560e-01 9.920968e-02
1.157230e+03 1.586962e-02 9.842556e-01 9.920966e-02
1.157240e+03 1.587003e-02 9.842552e-01 9.920964e-02
1.157250e+03 1.587044e-02 9.842548e-01 9.920962e-02
1.157260e+03 1.587085e-02 9.842544e-01 9.920960e-02
1.157270e+03 1.587127e-02 9.842540e-01 9.920958e-02
1.157280e+03 1.587168e-02 9.842536e-01 9.920956e-02
1.157290e+03 1.587209e-02 9.842532e-01 9.920954e-02
1.157300e+03 1.587250e-02 9.842528e-01 9.920952e-02
1.157310e+03 1.587291e-02 9.842524e-01 9.920950e-02
1.157320e+03 1.587332e-02 9.842520e-01 9.920948e-02
1.157330e+03 1.587373e-02 9.842516e-01 9.920945e-02
1.157340e+03 1.587415e-02 9.842512e-01 9.920943e-02
1.157350e+03 1.587456e-02 9.842508e-01 9.920941e-02
1.157360e+03 1.587497e-02 9.842504e-01 9.920939e-02
1.157370e+03 1.587538e-02 9.842500e-01 9.920937e-02
1.157380e+03 1.587579e-02 9.842496e-01 9.920935e-02
1.157390e+03 1.587620e-02 9.842492e-01 9.920933e-02
1.157400e+03 1.587661e-02 9.842488e-01 9.920931e-02
1.157410e+03 1.587703e-02 9.842483e-01 9.920929e-02
1.157420e+03 1.587744e-02 9.842479e-01 9.920927e-02
1.157430e+03 1.587785e-02 9.842475e-01 9.920925e-02
1.157440e+03 1.587826e-02 9.842471e-01 9.920923e-02
1.157450e+03 1.587867e-02 9.842467e-01 9.920921e-02
1.157460e+03 1.587908e-02 9.842463e-01 9.920919e-02
1.157470e+03 1.587950e-02 9.842459e-01 9.920917e-02
1.157480e+03 1.587991e-02 9.842455e-01 9.920915e-02
1.157490e+03 1.588032e-02 9.842451e-01 9.920913e-02
1.157500e+03 1.588073e-02 9.842447e-01 9.920911e-02
1.157510e+03 1.588114e-02 9.842443e-01 9.920909e-02
1.157520e+03 1.588155e-02 9.842439e-01 9.920907e-02
1.157530e+03 1.588196e-02 9.842435e-01 9.920905e-02
1.157540e+03 1.588238e-02 9.842431e-01 9.920903e-02
1.157550e+03 1.588279e-02 9.842427e-01 9.920901e-02
1.157560e+03 1.588320e-02 9.842423e-01 9.920899e-02
1.157570e+03 1.588361e-02 9.842419e-01 9.920896e-02
1.157580e+03 1.588402e-02 9.842415e-01 9.920894e-02
1.157590e+03 1.588443e-02 9.842411e-01 9.920892e-02
1.157600e+03 1.588485e-02 9.842407e-01 9.920890e-02
1.157610e+03 1.588526e-02 9.842402e-01 9.920888e-02
1.157620e+03 1.588567e-02 9.842398e-01 9.920886e-02
1.157630e+03 1.588608e-02 9.842394e-01 9.920884e-02
1.157640e+03 1.588649e-02 9.842390e-01 9.920882e-02
1.157650e+03 1.588690e-02 9.842386e-01 9.920880e-02
1.157660e+03 1.588732e-02 9.842382e-01 9.920878e-02
1.157670e+03 1.588773e-02 9.842378e-01 9.920876e-02
1.157680e+03 1.588814e-02 9.842374e-01 9.920874e-02
1.157690e+03 1.588855e-02 9.842370e-01 9.920872e-02
1.157700e+03 1.588896e-02 9.842366e-01 9.920870e-02
1.157710e+03 1.588938e-02 9.842362e-01 9.920868e-02
1.157720e+03 1.588979e-02 9.842358e-01 9.920866e-02
1.157730e+03 1.589020e-02 9.842354e-01 9.920864e-02
1.157740e+03 1.589061e-02 9.842350e-01 9.920862e-02
1.157750e+03 1.589102e-02 9.842346e-01 9.920860e-02
1.157760e+03 1.589143e-02 9.842342e-01 9.920858e-02
1.157770e+03 1.589185e-02 9.842338e-01 9.920856e-02
1.157780e+03 1.589226e-02 9.842334e-01 9.920854e-02
1.157790e+03 1.589267e-02 9.842330e-01 9.920852e-02
1.157800e+03 1.589308e-02 9.842325e-01 9.920849e-02
1.157810e+03 1.589349e-02 9.842321e-01 9.920847e-02
1.157820e+03 1.589390e-02 9.842317e-01 9.920845e-02
1.157830e+03 1.589432e-02 9.842313e-01 9.920843e-02
1.157840e+03 1.589473e-02 9.842309e-01 9.920841e-02
1.157850e+03 1.589514e-02 9.842305e-01 9.920839e-02
1.157860e+03 1.589555e-02 9.842301e-01 9.920837e-02
1.157870e+03 1.589596e-02 9.842297e-01 9.920835e-02
1.157880e+03 1.589638e-02 9.842293e-01 9.920833e-02
1.157890e+03 1.589679e-02 9.842289e-01 9.920831e-02
1.157900e+03 1.589720e-02 9.842285e-01 9.920829e-02
1.157910e+03 1.589761e-02 9.842281e-01 9.920827e-02
1.157920e+03 1.589802e-02 9.842277e-01 9.920825e-02
1.157930e+03 1.589844e-02 9.842273e-01 9.920823e-02
1.157940e+03 1.589885e-02 9.842269e-01 9.920821e-02
1.157950e+03 1.589926e-02 9.842265e-01 9.920819e-02
1.157960e+03 1.589967e-02 9.842261e-01 9.920817e-02
1.157970e+03 1.590008e-02 9.842257e-01 9.920815e-02
1.157980e+03 1.590049e-02 9.842253e-01 9.920813e-02
1.157990e+03 1.590091e-02 9.842248e-01 9.920811e-02
1.158000e+03 1.590132e-02 9.842244e-01 9.920809e-02
1.158010e+03 1.590173e-02 9.842240e-01 9.920807e-02
1.158020e+03 1.590214e-02 9.842236e-01 9.920805e-02
1.158030e+03 1.590255e-02 9.842232e-01 9.920803e-02
1.158040e+03 1.590297e-02 9.842228e-01 9.920800e-02
1.158050e+03 1.590338e-02 9.842224e-01 9.920798e-02
1.158060e+03 1.590379e-02 9.842220e-01 9.920796e-02
1.158070e+03 1.590420e-02 9.842216e-01 9.920794e-02
1.158080e+03 1.590461e-02 9.842212e-01 9.920792e-02
1.158090e+03 1.590503e-02 9.842208e-01 9.920790e-02
1.158100e+03 1.590544e-02 9.842204e-01 9.920788e-02
1.158110e+03 1.590585e-02 9.842200e-01 9.920786e-02
1.158120e+03 1.590626e-02 9.842196e-01 9.920784e-02
1.158130e+03 1.590667e-02 9.842192e-01 9.920782e-02
1.158140e+03 1.590709e-02 9.842188e-01 9.920780e-02
1.158150e+03 1.590750e-02 9.842184e-01 9.920778e-02
1.158160e+03 1.590791e-02 9.842180e-01 9.920776e-02
1.158170e+03 1.590832e-02 9.842175e-01 9.920774e-02
1.158180e+03 1.590874e-02 9.842171e-01 9.920772e-02
1.158190e+03 1.590915e-02 9.842167e-01 9.920770e-02
1.158200e+03 1.590956e-02 9.842163e-01 9.920768e-02
1.158210e+03 1.590997e-02 9.842159e-01 9.920766e-02
1.158220e+03 1.591038e-02 9.842155e-01 9.920764e-02
1.158230e+03 1.591080e-02 9.842151e-01 9.920762e-02
1.158240e+03 1.591121e-02 9.842147e-01 9.920760e-02
1.158250e+03 1.591162e-02 9.842143e-01 9.920758e-02
1.158260e+03 1.591203e-02 9.842139e-01 9.920755e-02
1.158270e+03 1.591244e-02 9.842135e-01 9.920753e-02
1.158280e+03 1.591286e-02 9.842131e-01 9.920751e-02
1.158290e+03 1.591327e-02 9.842127e-01 9.920749e-02
1.158300e+03 1.591368e-02 9.842123e-01 9.920747e-02
1.158310e+03 1.591409e-02 9.842119e-01 9.920745e-02
1.158320e+03 1.591450e-02 9.842115e-01 9.920743e-02
1.158330e+03 1.591492e-02 9.842111e-01 9.920741e-02
1.158340e+03 1.591533e-02 9.842107e-01 9.920739e-02
1.158350e+03 1.591574e-02 9.842102e-01 9.920737e-02
1.158360e+03 1.591615e-02 9.842098e-01 9.920735e-02
1.158370e+03 1.591657e-02 9.842094e-01 9.920733e-02
1.158380e+03 1.591698e-02 9.842090e-01 9.920731e-02
1.158390e+03 1.591739e-02 9.842086e-01 9.920729e-02
1.158400e+03 1.591780e-02 9.842082e-01 9.920727e-02
1.158410e+03 1.591821e-02 9.842078e-01 9.920725e-02
1.158420e+03 1.591863e-02 9.842074e-01 9.920723e-02
1.158430e+03 1.591904e-02 9.842070e-01 9.920721e-02
1.158440e+03 1.591945e-02 9.842066e-01 9.920719e-02
1.158450e+03 1.591986e-02 9.842062e-01 9.920717e-02
1.158460e+03 1.592028e-02 9.842058e-01 9.920715e-02
1.158470e+03 1.592069e-02 9.842054e-01 9.920713e-02
1.158480e+03 1.592110e-02 9.842050e-01 9.920711e-02
1.158490e+03 1.592151e-02 9.842046e-01 9.920708e-02
1.158500e+03 1.592193e-02 9.842042e-01 9.920706e-02
1.158510e+03 1.592234e-02 9.842038e-01 9.920704e-02
1.158520e+03 1.592275e-02 9.842033e-01 9.920702e-02
1.158530e+03 1.592316e-02 9.842029e-01 9.920700e-02
1.158540e+03 1.592357e-02 9.842025e-01 9.920698e-02
1.158550e+03 1.592399e-02 9.842021e-01 9.920696e-02
1.158560e+03 1.592440e-02 9.842017e-01 9.920694e-02
1.158570e+03 1.592481e-02 9.842013e-01 9.920692e-02
1.158580e+03 1.592522e-02 9.842009e-01 9.920690e-02
1.158590e+03 1.592564e-02 9.842005e-01 9.920688e-02
1.158600e+03 1.592605e-02 9.842001e-01 9.920686e-02
1.158610e+03 1.592646e-02 9.841997e-01 9.920684e-02
1.158620e+03 1.592687e-02 9.841993e-01 9.920682e-02
1.158630e+03 1.592729e-02 9.841989e-01 9.920680e-02
1.158640e+03 1.592770e-02 9.841985e-01 9.920678e-02
1.158650e+03 1.592811e-02 9.841981e-01 9.920676e-02
